nct_id,phase,status,studyStopReason,studyStopReasonCategories,phase2_progression,primary_endpoint_result,secondary_endpoint_result,virtualbiotech_stop_reason_categories,results_source,ae_source,pubmed_ids,ae_serious_infections_pct,ae_serious_gastrointestinal_pct,ae_serious_cardiac_pct,ae_serious_blood_lymphatic_pct,ae_serious_nervous_pct,ae_serious_respiratory_pct,ae_serious_general_pct,ae_serious_vascular_pct,ae_serious_renal_pct,ae_serious_injury_pct
NCT01674647,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.07,0.0808333333333333,0.1891176470588236,0.1,0.1442857142857143,0.082,0.07,0.07,0.07,0.66
NCT01674712,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,1.77,0.88,,0.875,,,,0.9,0.88
NCT01674725,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.05,1.1,,,,,,,1.05,
NCT01674738,2.0,Withdrawn,"Decision of the Sponsor, as the funding of the study was no longer guaranteed.",Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01674855,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID: 27709313),PubMed (PMID: 27709313),27709313,,,,,,,,,,
NCT01675050,2.0,Terminated,"Due to the wide availability of the drug in clinical practice, it was impossible to recruit adequate numbers for scientific power.",Insufficient enrollment,,NEGATIVE,NEGATIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01675076,3.0,Completed,,,,NEGATIVE,NEGATIVE,Insufficient data|Interim analysis,PubMed (PMID: 30462279),PubMed (PMID: 30462279),30462279,,,0.3,,0.3,,,,,2.1
NCT01675115,3.0,Completed,,,,UNKNOWN,UNKNOWN,,,,27333830,,,,,,,,,,
NCT01675128,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01675141,2.0,Terminated,Original investigator left the NIH and the primary outcome was not reached,Negative|Study staff moved,,UNKNOWN,UNKNOWN,Study staff moved,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01675154,2.0,Terminated,Due to unavailability of the drug.,,,UNKNOWN,UNKNOWN,Another study,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01675167,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.62,0.37,0.62,,,,,,,
NCT01675297,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01675622,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.42,,,0.42,1.68,,,,
NCT01675635,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01675778,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,0.6,,,,
NCT01675804,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID: 32680341),PubMed (PMID: 32680341),32680341,,,,,,,,,,
NCT01675947,2.0,Terminated,"On May 30, 2014, study injections were discontinued at the request of the DSMC. No further recruitment will occur.",Safety or side effects,,NEGATIVE,NEGATIVE,Safety or side effects,PubMed,PubMed,29806044,11.1,,,,,,,,,
NCT01675973,1.0,Terminated,Study met stopping criteria specified within protocol.,Study design,,,,,,,,,,,,,,,,,
NCT01676116,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.3,,0.4333333333333333,0.3,0.3,0.3,,0.5
NCT01676220,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.1,,,,,,,
NCT01676233,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01676311,2.0,Terminated,Insufficient accrual rate: 14 participants enrolled (target of 30).,Insufficient enrollment,,NEGATIVE,NEGATIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,28.6,,,,,
NCT01676493,3.0,Terminated,Decision to stop study due to low recruitment.,,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT01676701,3.0,Terminated,Insufficient efficacy observed in study BCDM(NCT01198002) and BCDV(NCT01202773),Negative,,UNKNOWN,UNKNOWN,Negative,ClinicalTrials.gov (termination results only),ClinicalTrials.gov,,,,,,,,,,,
NCT01676753,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01676818,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,6.3,6.25,,23.45,6.25,,5.907692307692304,6.3,9.4,
NCT01676831,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01676935,2.0,Terminated,Data obtained from the M11-427 study is not critical to the continued evaluation of ABT-126.,Uncategorised,,UNKNOWN,UNKNOWN,Negative,PubMed,PubMed,27756421,,,,,,,,,,
NCT01676948,3.0,Withdrawn,,,,UNKNOWN,UNKNOWN,No context,,,,,,,,,,,,,
NCT01676987,3.0,Completed,,,,POSITIVE,UNKNOWN,,PubMed (PMID: 22964926),PubMed (PMID: 22964926),22964926,,,,,,,,,,
NCT01677143,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01677182,3.0,Terminated,"Business Decision; Terminated due to futility, with no safety concerns (see below)",Business or administrative|Negative|No context,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01677286,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.0,4.0,8.0,4.0,,,,,4.0,
NCT01677299,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01677377,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,26862829,,,,,,,,,,
NCT01677390,1.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT01677455,2.0,Completed,,,,POSITIVE,POSITIVE,,Press Release/Published Reports,Press Release/Published Reports,,,,,,,,,,,
NCT01677507,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01677572,1.0,Terminated,Study was discontinued based on futility analysis conducted on Phase 3 trials (NCT02477800 and NCT02484547) and not based on safety concerns.,,,,,,,,,,,,,,,,,,
NCT01677676,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01677741,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01677754,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,28550255,,,,,,,,,,
NCT01677858,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01677884,2.0,Completed,,,,NEGATIVE,NEGATIVE,Insufficient enrollment|Business or administrative,Published literature and ASCO presentation,Published literature,,,,,,,,,,,
NCT01677897,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,30686756,,4.0,,,,,,,,
NCT01677910,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01677923,3.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT01677949,2.0,Withdrawn,Slow accrual,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT01678053,2.0,Withdrawn,Was not able to recruit patients for randomization.,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT01678092,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01678209,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01678313,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,24246211,,,,,,,,,,
NCT01678352,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01678495,2.0,Completed,,,,POSITIVE,POSITIVE,,Meta-analysis/Systematic Reviews,Meta-analysis/Systematic Reviews,,,,,,7.3,,,,,
NCT01678664,2.0,Completed,,,,NEGATIVE,UNKNOWN,,ClinicalTrials.gov,ClinicalTrials.gov,,2.7,4.533333333333333,4.1,4.050000000000001,,2.7,5.4,,,
NCT01678690,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01678755,2.0,Completed,,,,NEGATIVE,UNKNOWN,,PubMed,PubMed,28922590|26940805,,,,,,,,,,
NCT01678820,3.0,Terminated,Merck terminated the study for business reasons in November 2013.,Business or administrative,,NEGATIVE,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,1.0,,,,,,,,
NCT01678963,2.0,Completed,,,,NEGATIVE,POSITIVE,,WebSearch/Press Releases,WebSearch/Press Releases,,,,,,,,,,,
NCT01678976,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01679002,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01679041,2.0,Terminated,Insufficient accruals; PI leaving site,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment|Study staff moved,,,,,,,,,,,,,
NCT01679080,2.0,Terminated,Eli Lilly has withdrawn support to the study of teriparatide and placebo pens. The study was not able to continue as a randomized study without the supply of placebo pens.,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01679119,2.0,Completed,,,,NEGATIVE,UNKNOWN,,EHA Conference Presentation 2020,EHA Conference Presentation 2020,,,,,,,,,,,
NCT01679405,1.0,Terminated,No sufficient clinical or molecular signals for efficacy were observed.,Negative,,,,,,,,,,,,,,,,,
NCT01679652,2.0,Completed,,,,NEGATIVE,UNKNOWN,,PubMed PMC Article,PubMed PMC Article,PMC4574828,,,,,,,,,,
NCT01679860,2.0,Completed,,,,POSITIVE,UNKNOWN,,PubMed,PubMed,24662801,,,,,,,,,,
NCT01679951,2.0,Terminated,The decision was made to prematurely discontinue this trial due to lack of efficacy.,Negative,,NEGATIVE,UNKNOWN,Negative,Journal of Rheumatology,Journal of Rheumatology,27422891,,,,,,,,,,
NCT01680094,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01680185,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed/Kidney Medicine Journal,PubMed articles,18232034,,,,,,,,,,
NCT01680341,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.74,1.12,0.748,,0.745,0.7466666666666667,,0.75,,
NCT01680536,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01680692,0.5,Terminated,Principal Investigator left institution--no subjects completed the study,Study staff moved,,,,,,,,,,,,,,,,,
NCT01680796,1.0,Withdrawn,"The target drug, dovitinib, failed as a single agent in prior studies in patients with heavily treated multiple myeloma.",Negative,,,,,,,,,,,,,,,,,
NCT01680861,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,7.171428571428572,,,,,,,,,
NCT01680887,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,1.3,1.3,,,1.3,1.3,1.3,,
NCT01680965,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01680978,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT01680991,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01681030,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.4,,5.166666666666665,2.4,2.4,6.333333333333333,,4.8,2.4,4.8
NCT01681212,2.0,Completed,,,,POSITIVE,UNKNOWN,,ClinicalTrials.gov,ClinicalTrials.gov,,,6.7,,6.7,6.7,,,,,
NCT01681368,2.0,Terminated,Accrual was terminated for lack of a clinical benefit.,Insufficient enrollment|Negative,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,9.1,15.925,,45.5,9.1,9.1,9.1,9.1,9.1,
NCT01681433,2.0,Terminated,lack of accrual,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01681537,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01681563,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,26294723,,,,,,,,,,
NCT01681576,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01681966,2.0,Completed,,,,POSITIVE,POSITIVE,,PainReform company press releases,PainReform company releases,,,,,,,,,,,
NCT01682083,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01682135,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01682148,3.0,Terminated,The study was terminated early due to slow recruitment.,Insufficient enrollment,,NEGATIVE,NEGATIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,2.3,,,,2.3,,,,,2.3
NCT01682161,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01682213,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,4.3,4.3,4.3,6.5,,,
NCT01682473,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01682512,3.0,Terminated,substance discontinued,Uncategorised,,POSITIVE,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01682603,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01682616,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01682720,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.2,0.8,0.4,,0.4,,,,,0.4
NCT01682733,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01682759,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.8,,0.3,,0.3,,,,,
NCT01682863,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.7,,0.5333333333333333,,,0.8,,,,
NCT01682902,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01683058,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01683071,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.4333333333333333,,,2.0,0.7,,0.3,,,0.5333333333333333
NCT01683149,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01683188,4.0,Terminated,slow accrual led to early closure.,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT01683266,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.2,0.2,,,,0.2,,,
NCT01683292,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,23527823,,3.4,,,,,,,,
NCT01683331,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01683396,2.0,Completed,,,,NEGATIVE,NEGATIVE,,XOMA Corporation press releases,XOMA Corporation press releases,,,,,,,,,,,
NCT01683409,2.0,Completed,,,,POSITIVE,UNKNOWN,,Published in Nephrology Dialysis Transplantation (NDT),ClinicalTrials.gov and NDT publication,29481660,,,,,,,,,,
NCT01683422,2.0,Completed,,,,UNKNOWN,UNKNOWN,Insufficient enrollment|Another study,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01683682,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01683695,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01683994,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01684111,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01684163,2.0,Completed,,,,POSITIVE,POSITIVE,,Naurex/Allergan press releases and scientific announcements,Naurex press releases,,,,,,,,,,,
NCT01684202,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov and published journal article,ClinicalTrials.gov,33173939,,,,,,,,,,
NCT01684215,2.0,Completed,,,,POSITIVE,POSITIVE,,Published journal article (Japanese Journal of Clinical Oncology),ClinicalTrials.gov,32420697,,0.0,0.0,2.4,0.0,,,,,
NCT01684345,3.0,Terminated,,,,NEGATIVE,UNKNOWN,Negative,,,,,,,,,,,,,
NCT01684423,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov and published journal article,ClinicalTrials.gov,31420317,,,,,0.0,,,,,
NCT01684449,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01684605,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01684657,3.0,Suspended,Study transferring to another facility,Study staff moved,,UNKNOWN,UNKNOWN,Logistics or resources,,,21642484,,,,,,,,,,
NCT01684787,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01684878,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,2.66,,,,,,,,
NCT01685008,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,29444231,,,,,,,,,,
NCT01685021,2.0,Terminated,,,,UNKNOWN,UNKNOWN,Negative,ClinicalTrials.gov + PubMed,ClinicalTrials.gov,34343354,13.6,9.1,,18.2,,,19.7,,,
NCT01685060,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.3,2.3666666666666667,,,2.9,3.0666666666666664,3.9,,,
NCT01685073,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov + PubMed,ClinicalTrials.gov,37802317,1.6,,,,,,,1.6,,
NCT01685138,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.6,4.0,3.2,,,2.4,,,,
NCT01685151,3.0,Withdrawn,Business Decision (please see below),Business or administrative|No context,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT01685203,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,2.1,2.3,,,,2.5,,,2.1666666666666665
NCT01685242,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01685255,2.0,Terminated,Study was terminated by the sponsor for lack of evidence of superiority and slow study accrual.,Insufficient enrollment|Negative,,NEGATIVE,NEGATIVE,Negative|Insufficient enrollment,,,,,,,,,,,,,
NCT01685268,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01685398,3.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT01685437,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.53,,,,,,,0.53,
NCT01685489,1.0,Withdrawn,funding sequestered,Business or administrative,,,,,,,,,,,,,,,,,
NCT01685515,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01685671,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01685684,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.33,0.14,0.33,,,0.3933333333333333,0.325,,,
NCT01685762,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01685801,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.2,,,,,,,,,
NCT01685827,2.0,Completed,,,,NEGATIVE,POSITIVE,,PubMed / The Lancet (2017),PubMed / The Lancet (2017),29113731,,,,,,,2.45,,,
NCT01685892,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01685931,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01685983,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.2,2.833333333333333,,3.7,,2.4,2.45,,,
NCT01685996,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01686152,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.32,,,,,,,0.0
NCT01686165,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,20.0,,,,,,
NCT01686321,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,36479544,24.25,,,,,,14.7,,,
NCT01686529,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01686555,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01686620,2.0,Completed,,,,POSITIVE,POSITIVE,,WebSearch/BioCentury,WebSearch sources,,,,,,,,,,,
NCT01686633,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.58,0.29,,,0.29,,,,,0.29
NCT01686646,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01686711,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01686789,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01686802,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed/CMAJ,PubMed/CMAJ,29018084,,,,,,,,,,
NCT01686932,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01686945,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01687179,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01687270,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.5,2.5,,,,,5.0,,,2.5
NCT01687283,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.475,,,,,1.27,,,0.32,
NCT01687296,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,1.19,,,,,,,,,
NCT01687309,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01687387,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.6,2.0,0.7,1.0,1.3,,,,,
NCT01687400,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed/NEJM,ClinicalTrials.gov + PubMed,27959731,49.1,,1.8,7.0,,1.6,7.0,,4.0,
NCT01687439,2.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT01687478,3.0,Terminated,Interim assessment: Lack of efficacy,Negative,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01687673,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.6,3.6,,3.6,,,,3.6,,
NCT01687712,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01687920,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01687998,3.0,Terminated,Study termination due to insufficient efficacy.,Negative,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01688037,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.9,,,,,,0.9,,,0.9
NCT01688206,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01688336,2.0,Terminated,Results unlikely to impact treatment patterns. Time to complete not justified.,Negative,,UNKNOWN,UNKNOWN,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,11.1,,,,,,11.1,,11.1,
NCT01688362,1.0,Terminated,Did not meet target enrollment deadlines.,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT01688466,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,7.128571428571428,2.9,2.9,2.9,2.9,5.9,2.9,5.8500000000000005,2.9,2.9
NCT01688570,0.5,Completed,,,,,,,,,,,,,,,,,,,
NCT01688596,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01688609,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01688739,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01688791,1.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT01688882,2.0,Terminated,This study was stopped after Part 1 completed and was terminated because the predefined criteria of efficacy was not reached ( >50% better then placebo),Negative,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,7.7,9.1,8.316666666666668,25.0,17.05,,,14.3,,
NCT01688960,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01688973,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.6,2.7000000000000006,1.8,3.033333333333333,,,6.35,,10.9,
NCT01689129,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed Central,PubMed Central,PMC5066635,,,,,,,2.47,,,
NCT01689142,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed Central,PubMed Central,PMC5066636,,,,,,,3.75,,,
NCT01689441,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01689519,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01689532,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed Central,PubMed Central,PMC5842593,,,,,,,7.4,,,
NCT01689571,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed,PubMed,27373438,,,,,,,,,,
NCT01689649,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT01689779,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01689870,1.0,Withdrawn,,,,,,,,,,,,,,,,,,,
NCT01689974,2.0,Terminated,Study terminated because PI left institution. Planned Statistical analysis not available,Study staff moved,,UNKNOWN,UNKNOWN,Study staff moved,,,,,,,,,,,,,
NCT01689987,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01690143,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT01690195,2.0,Terminated,Data obtained from the M11-428 study is not critical to the continued evaluation of ABT-126.,Uncategorised,,UNKNOWN,UNKNOWN,Business or administrative,,,26967214|27756421,,,,,,,,,,
NCT01690325,2.0,Terminated,Therapy of HER2+ patients according to protocol was no longer appropriate. Patient enrolment behind planned schedule and challenges of site performance,Insufficient enrollment|Study design,,UNKNOWN,UNKNOWN,Study design|Logistics or resources,,,,,,,,,,,,,
NCT01690351,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01690468,1.0,Terminated,"Enrollment stopped prior to Phase 1b, change in strategic focus",Business or administrative,,,,,,,,,,,,,,,,,
NCT01690507,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01690546,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT01690598,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT01690702,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed Central / Nature npj Breast Cancer,PubMed Central,34450552|39080281,,,,,,,25.435,,,
